Trap_Number,Year,Month,Range_Begin,Range_End,Collection_Date,Group,Biomass,Biomass_Total,Percent_Biomass,Individual_Count,Count_Total
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.86,3.38,25.44,286,1607
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.41,3.38,12.13,15,1607
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.7,3.38,20.71,262,1607
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.75,3.38,22.19,10,1607
5,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.35,3.38,10.36,316,1607
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.78,11.22,6.95,537,3464
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,6.78,11.22,60.43,1491,3464
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.31,11.22,2.76,17,3464
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,2.23,11.22,19.88,1015,3464
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.21,11.22,1.87,37,3464
6,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.91,11.22,8.11,367,3464
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.28,2.1,13.33,351,843
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.41,2.1,19.52,159,843
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.22,2.1,10.48,8,843
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.35,2.1,16.67,106,843
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.02,2.1,0.95,7,843
9,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.82,2.1,39.05,212,843
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.03,0.2,15,75,162
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.09,0.2,45,33,162
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0,0.2,0,0,162
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.03,0.2,15,16,162
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.01,0.2,5,1,162
12,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.04,0.2,20,37,162
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.34,6.98,4.87,254,823
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,2.38,6.98,34.1,265,823
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,1.25,6.98,17.91,32,823
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.38,6.98,5.44,108,823
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.11,6.98,1.58,11,823
13,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,2.52,6.98,36.1,153,823
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.28,3.2,8.75,260,1397
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,0.58,3.2,18.12,343,1397
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.81,3.2,25.31,15,1397
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.53,3.2,16.56,189,1397
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.1,3.2,3.12,25,1397
14,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.9,3.2,28.12,565,1397
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.28,8.87,3.16,226,1836
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,6.71,8.87,75.65,938,1836
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,0.16,8.87,1.8,8,1836
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,0.7,8.87,7.89,297,1836
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.21,8.87,2.37,51,1836
17,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.81,8.87,9.13,316,1836
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hymenoptera,0.25,7.32,3.42,150,2013
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Diptera,2.49,7.32,34.02,661,2013
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Lepidoptera,2.04,7.32,27.87,27,2013
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Hemiptera,1.86,7.32,25.41,983,2013
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Coleoptera,0.01,7.32,0.14,3,2013
18,2022,(Sept 18 - Oct 1),2022-09-18,2022-10-01,01/10/2022,Other,0.67,7.32,9.15,189,2013
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.04,0.82,4.88,87,355
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.31,0.82,37.8,58,355
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.15,0.82,18.29,14,355
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.15,0.82,18.29,57,355
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.01,0.82,1.22,2,355
2,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.16,0.82,19.51,137,355
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.02,1.36,1.47,41,396
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.23,1.36,16.91,181,396
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.03,1.36,2.21,4,396
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.01,1.36,0.74,17,396
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.88,1.36,64.71,7,396
4,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.19,1.36,13.97,146,396
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.53,3.73,14.21,463,1719
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,1.13,3.73,30.29,212,1719
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.18,3.73,4.83,12,1719
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,1.54,3.73,41.29,803,1719
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.01,3.73,0.27,4,1719
5,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.34,3.73,9.12,225,1719
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.21,10.36,2.03,332,5768
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,5.01,10.36,48.36,1792,5768
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.09,10.36,0.87,3,5768
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,4.21,10.36,40.64,3331,5768
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.02,10.36,0.19,26,5768
6,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.82,10.36,7.92,284,5768
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.39,1.85,21.08,514,1098
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.48,1.85,25.95,215,1098
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.06,1.85,3.24,5,1098
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.57,1.85,30.81,203,1098
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.06,1.85,3.24,8,1098
9,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.29,1.85,15.68,153,1098
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.03,0.12,25,35,109
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.01,0.12,8.33,18,109
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.01,0.12,8.33,1,109
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.04,0.12,33.33,23,109
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0,0.12,0,0,109
12,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.03,0.12,25,32,109
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.22,4.96,4.44,232,1480
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.98,4.96,19.76,191,1480
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.63,4.96,12.7,30,1480
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,1.76,4.96,35.48,874,1480
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.09,4.96,1.81,3,1480
13,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,1.28,4.96,25.81,150,1480
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,1.08,2.85,37.89,356,1293
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.47,2.85,16.49,266,1293
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.06,2.85,2.11,3,1293
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.84,2.85,29.47,372,1293
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.07,2.85,2.46,12,1293
14,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.33,2.85,11.58,284,1293
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.2,5.43,3.68,159,1719
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,3.89,5.43,71.64,831,1719
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0.03,5.43,0.55,2,1719
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0.78,5.43,14.36,372,1719
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.19,5.43,3.5,33,1719
17,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.34,5.43,6.26,322,1719
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hymenoptera,0.01,0.09,11.11,4,42
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Diptera,0.06,0.09,66.67,32,42
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Lepidoptera,0,0.09,0,0,42
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Hemiptera,0,0.09,0,0,42
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Coleoptera,0.01,0.09,11.11,1,42
18,2022,(Oct 2 - Oct 15),2022-09-02,2022-09-15,15/10/2022,Other,0.01,0.09,11.11,5,42
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0.17,2.28,7.46,54,376
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,0.65,2.28,28.51,233,376
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.86,2.28,37.72,17,376
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.06,2.28,2.63,12,376
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,0.37,2.28,16.23,29,376
2,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.17,2.28,7.46,31,376
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0.18,2.34,7.69,104,776
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,1.2,2.34,51.28,487,776
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.22,2.34,9.4,12,776
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.18,2.34,7.69,60,776
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,0.46,2.34,19.66,68,776
4,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.1,2.34,4.27,45,776
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,5.85,13.32,43.92,625,3040
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,4.61,13.32,34.61,2131,3040
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.53,13.32,3.98,23,3040
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.23,13.32,1.73,51,3040
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,1.25,13.32,9.38,86,3040
5,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.85,13.32,6.38,124,3040
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,9.7,26.33,36.84,661,2798
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,13.12,26.33,49.83,1727,2798
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.47,26.33,1.79,88,2798
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.55,26.33,2.09,136,2798
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,1.3,26.33,4.94,102,2798
6,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,1.19,26.33,4.52,84,2798
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,2.2,7.08,31.07,217,1200
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,3.37,7.08,47.6,744,1200
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.14,7.08,1.98,19,1200
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.12,7.08,1.69,34,1200
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,0.79,7.08,11.16,126,1200
9,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.46,7.08,6.5,60,1200
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0.17,3.5,4.86,38,529
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,0.61,3.5,17.43,153,529
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.25,3.5,7.14,29,529
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.07,3.5,2,9,529
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,2.28,3.5,65.14,237,529
12,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.12,3.5,3.43,63,529
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,3.28,15.96,20.55,363,2067
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,5.85,15.96,36.65,1235,2067
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,2.85,15.96,17.86,114,2067
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.32,15.96,2.01,125,2067
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,1.33,15.96,8.33,141,2067
13,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,2.33,15.96,14.6,89,2067
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0.81,4.99,16.23,129,718
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,1.89,4.99,37.88,331,718
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.62,4.99,12.42,19,718
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.1,4.99,2,35,718
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,1.28,4.99,25.65,125,718
14,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.29,4.99,5.81,79,718
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0.2,1.61,12.42,39,293
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,0.19,1.61,11.8,86,293
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.11,1.61,6.83,11,293
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.01,1.61,0.62,5,293
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,0.78,1.61,48.45,118,293
15,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.32,1.61,19.88,34,293
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,0,0,NA,0,0
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,0,0,NA,0,0
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0,0,NA,0,0
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0,0,NA,0,0
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,0,0,NA,0,0
17,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0,0,NA,0,0
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hymenoptera,2.23,8.97,24.86,233,1487
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Diptera,3.83,8.97,42.7,931,1487
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Lepidoptera,0.24,8.97,2.68,35,1487
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Hemiptera,0.17,8.97,1.9,36,1487
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Coleoptera,1.82,8.97,20.29,137,1487
18,2023,(May 1-14),2023-05-01,2023-05-14,14/05/2023,Other,0.68,8.97,7.58,115,1487
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,0.29,2.02,14.36,73,517
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,0.92,2.02,45.54,351,517
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.28,2.02,13.86,30,517
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.05,2.02,2.48,13,517
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,0.23,2.02,11.39,25,517
2,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.25,2.02,12.38,25,517
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,0.25,2.2,11.36,151,856
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,1.33,2.2,60.45,548,856
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.07,2.2,3.18,15,856
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.23,2.2,10.45,45,856
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,0.22,2.2,10,39,856
4,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.1,2.2,4.55,58,856
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,16.37,24.41,67.06,630,1970
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,4.27,24.41,17.49,1067,1970
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,1.23,24.41,5.04,13,1970
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.36,24.41,1.47,67,1970
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,1.22,24.41,5,69,1970
5,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.96,24.41,3.93,124,1970
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,11.09,22.64,48.98,477,2040
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,6.8,22.64,30.04,1070,2040
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,2.27,22.64,10.03,67,2040
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.72,22.64,3.18,189,2040
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,1.34,22.64,5.92,159,2040
6,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.42,22.64,1.86,78,2040
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,0,0,NA,0,0
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,0,0,NA,0,0
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0,0,NA,0,0
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0,0,NA,0,0
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,0,0,NA,0,0
9,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0,0,NA,0,0
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,0.29,1.78,16.29,68,574
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,0.35,1.78,19.66,353,574
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.06,1.78,3.37,6,574
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.05,1.78,2.81,23,574
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,0.79,1.78,44.38,85,574
12,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.24,1.78,13.48,39,574
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,2.54,12.33,20.6,584,2000
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,3.35,12.33,27.17,746,2000
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,2.02,12.33,16.38,59,2000
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.67,12.33,5.43,246,2000
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,1.42,12.33,11.52,149,2000
13,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,2.33,12.33,18.9,216,2000
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,2.72,7.04,38.64,121,680
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,2.21,7.04,31.39,285,680
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.39,7.04,5.54,29,680
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.17,7.04,2.41,39,680
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,1.22,7.04,17.33,162,680
14,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.33,7.04,4.69,44,680
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,0.41,2.02,20.3,416,751
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,0.37,2.02,18.32,106,751
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.12,2.02,5.94,13,751
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.04,2.02,1.98,14,751
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,0.96,2.02,47.52,166,751
15,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,0.12,2.02,5.94,36,751
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,4.83,21.15,22.84,189,2046
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,10.32,21.15,48.79,1385,2046
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.96,21.15,4.54,31,2046
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.36,21.15,1.7,115,2046
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Coleoptera,2.21,21.15,10.45,226,2046
17,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Other,2.47,21.15,11.68,100,2046
18,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hymenoptera,2.97,9.32,31.87,257,1298
18,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Diptera,4.17,9.32,44.74,638,1298
18,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Lepidoptera,0.23,9.32,2.47,20,1298
18,2023,(May 15-28),2023-05-15,2023-05-28,28/05/2023,Hemiptera,0.46,9.32,4.94,143,1298
